-0.1876   11 0 2 1 2 1 2 2 2 2 0 0 0 0 2 1 0 2 0 0 1 1 2 1 1 1 0 2 0 1 1 2 2 1 1 2 2 1 1 0 1 1 1 1 2 1 1 0 2 0 0 2 2 0 0 1 2 2 1 0 0 0 2 0 2 0 2 2 2 1 1 1 0 0 0 1 0 0 1 1 1 2 2 1 1 0 2 0 1 0 1 0 2 0 2 1 0 1 0 0 0 1 0 2 0 2 1 0 1 1 1 2 2 0 2 2 0 0 1 0 1 0 1 2 0 0 0 1 0 2 1 0 0 1 0 0 1 1 1 1 1 1 1 2 1 1 0 1 1 0 2 2 0 0 1 0 2 0 0 0 0 0 0 0 1 2 0 1 2 0 1 2 1 2 1 1 0 1 2 1 2 0 2 2 2 0 0 2 1 1 0 0 1 1 2 1 1 2 2 1 2
 0.1608   12 1 1 1 2 1 2 2 1 2 0 0 1 0 2 0 1 2 0 0 1 1 0 2 0 0 2 1 0 2 0 1 1 0 1 1 2 2 0 1 2 2 2 0 1 1 2 1 2 2 0 2 2 0 2 2 2 2 1 0 0 0 1 0 2 1 2 2 2 0 2 1 0 1 0 2 0 2 1 0 0 2 2 2 2 0 1 0 2 0 2 0 1 0 2 0 0 1 0 1 1 1 1 2 0 2 2 0 1 0 1 1 2 0 2 0 2 1 1 1 2 0 1 2 0 1 1 1 0 2 0 0 0 2 1 0 0 1 1 2 2 2 2 1 1 0 0 0 0 0 1 0 0 0 1 0 2 2 1 0 0 1 1 0 2 1 1 0 2 0 2 2 2 1 1 1 1 0 2 0 1 0 2 1 2 2 0 2 0 1 1 1 2 1 2 1 1 1 0 1 2
 0.3427   13 0 1 1 1 0 0 1 1 2 0 2 1 0 0 1 0 2 0 0 1 1 0 2 2 0 2 2 2 2 0 0 1 0 2 1 2 2 1 0 2 2 2 1 2 0 2 1 2 0 1 2 2 0 0 0 0 1 2 1 2 0 1 2 2 1 2 1 1 2 1 1 1 2 0 2 0 1 1 1 1 1 2 0 1 0 2 0 1 0 1 0 1 1 1 1 0 1 1 0 0 2 1 1 1 1 1 1 1 0 1 2 2 1 2 2 1 0 1 0 1 0 1 2 0 0 0 1 0 2 2 0 0 1 2 0 1 1 1 2 1 1 2 1 0 0 2 1 0 0 1 1 0 0 1 1 2 0 0 0 1 1 1 0 2 2 0 0 1 0 2 1 1 2 1 1 1 0 2 1 0 0 2 2 2 1 0 2 0 2 0 1 2 1 2 2 2 1 0 0 1
-1.6357   14 0 0 0 1 1 0 2 1 2 0 1 0 0 0 1 2 2 0 0 0 1 0 2 0 1 1 1 0 2 0 2 1 0 1 0 2 1 1 0 2 2 1 1 1 2 1 1 2 0 0 2 1 0 0 2 1 2 2 1 2 0 0 1 2 0 2 0 2 1 2 0 0 1 0 1 0 2 0 1 1 2 2 0 1 1 2 0 1 0 2 0 1 0 1 2 0 1 0 0 0 2 1 2 2 1 1 1 0 1 0 0 2 2 2 1 1 1 2 0 0 1 2 2 0 0 0 2 0 2 2 0 0 1 0 0 1 2 0 2 0 2 2 2 0 1 0 0 2 1 0 0 0 0 2 1 2 1 2 0 0 2 0 1 2 2 0 1 2 0 2 2 2 1 1 0 1 0 0 2 0 0 2 2 2 0 0 1 2 1 1 0 1 1 0 2 1 2 1 0 2
 0.5583   15 1 2 0 1 0 1 2 1 2 0 2 0 0 1 1 0 1 0 0 0 1 2 2 0 0 1 1 0 1 1 0 1 0 1 2 2 2 0 0 1 1 1 0 2 1 0 0 2 1 0 0 1 0 1 1 2 0 2 1 1 1 2 1 2 0 1 1 2 0 2 2 0 1 0 0 0 1 0 1 2 2 2 0 2 0 1 0 1 1 2 0 0 0 2 0 0 1 0 0 2 2 0 1 1 1 1 1 1 0 1 0 2 1 2 1 0 1 0 0 0 1 1 2 0 0 0 1 0 2 1 0 0 1 0 0 2 2 2 2 0 1 2 2 1 1 0 0 0 1 0 1 0 0 0 2 1 1 1 0 1 2 0 1 2 1 0 1 2 0 2 2 1 2 2 1 0 0 2 2 1 0 2 2 2 1 1 2 1 2 0 1 0 2 2 2 0 0 0 0 2
-0.6712   16 0 2 1 2 1 2 1 1 2 0 2 2 0 1 1 1 2 0 0 0 1 1 1 1 0 1 1 1 2 0 1 1 0 1 2 2 0 1 0 2 2 2 0 1 2 1 0 2 1 1 1 0 0 0 2 1 2 2 2 0 0 1 2 2 0 1 2 2 1 1 1 0 1 0 0 0 1 2 1 2 1 2 0 1 0 2 0 2 0 1 0 2 0 1 0 0 1 0 0 2 1 1 2 0 2 2 1 0 0 0 0 1 0 2 2 2 0 1 0 1 1 2 2 0 1 1 1 0 2 1 0 0 1 1 0 0 2 1 2 0 2 2 2 1 1 2 0 1 0 0 0 0 0 0 0 2 1 0 0 0 2 0 0 2 2 0 1 1 0 1 2 0 2 2 1 0 1 0 0 1 1 2 2 2 2 0 2 2 0 1 0 1 1 2 2 1 0 0 0 2
-2.3286   17 1 2 0 2 0 2 2 1 2 0 2 1 0 2 1 2 1 0 0 1 2 0 2 1 1 0 2 0 1 2 0 1 0 1 1 1 2 0 0 2 2 1 0 2 1 2 0 2 1 0 2 2 0 0 1 1 0 2 1 0 0 0 2 2 0 2 1 2 0 2 1 0 1 1 2 0 1 0 0 2 2 1 0 1 0 2 1 1 0 1 0 1 0 2 1 0 0 0 0 0 1 0 2 1 0 1 1 1 0 0 0 2 2 2 2 2 1 2 0 1 0 1 2 0 0 0 2 0 2 1 0 0 1 0 1 0 2 0 1 1 1 2 1 0 0 2 2 0 0 1 1 0 0 1 0 2 1 1 0 0 2 0 0 2 2 0 1 2 1 2 2 2 2 2 1 0 2 1 1 0 1 2 2 2 1 0 2 1 1 0 0 2 2 1 2 2 1 1 0 1
-0.5939   18 0 2 0 1 0 1 0 0 2 0 1 1 0 2 1 1 0 0 0 0 2 1 0 1 1 0 1 1 1 0 1 0 0 1 0 2 2 0 0 1 1 1 1 1 1 1 0 2 0 0 2 2 0 0 2 1 2 2 0 1 0 1 2 2 0 2 1 2 1 2 1 0 1 0 2 0 1 0 1 2 2 1 0 1 1 2 1 2 1 1 0 0 1 1 0 0 0 0 0 1 1 1 2 1 1 2 0 0 0 1 0 2 1 1 1 2 1 2 0 1 1 2 2 0 1 0 1 0 2 1 0 0 1 0 0 0 2 1 1 0 2 2 2 1 0 1 1 1 0 0 0 0 0 0 0 1 0 2 0 0 1 0 0 2 2 0 0 2 0 1 1 1 0 1 0 0 1 0 0 0 1 1 2 2 0 0 1 1 1 1 0 2 1 1 2 1 0 0 0 1
-0.5526   19 0 1 0 1 1 0 2 1 1 0 2 1 0 2 1 0 2 0 0 1 1 1 1 0 0 0 2 1 1 2 2 0 1 0 1 2 2 0 0 2 2 1 1 1 0 1 1 2 0 0 2 1 2 1 1 0 0 2 1 0 0 1 2 2 1 2 2 2 0 1 1 0 0 0 2 0 2 0 0 2 1 2 0 1 0 1 1 2 0 2 0 1 1 0 1 0 1 1 0 1 2 0 2 0 2 1 1 0 0 0 1 1 0 2 2 1 2 2 1 1 0 1 1 0 0 0 0 0 2 1 0 0 2 0 1 1 2 0 2 1 2 2 2 0 0 2 1 1 2 0 0 0 0 1 1 2 1 0 0 0 1 0 0 2 2 0 1 2 1 1 2 2 2 2 1 1 1 1 0 0 0 2 2 2 0 0 1 0 0 0 0 1 2 0 1 0 1 0 0 2
 0.6032   20 0 2 0 1 0 0 2 2 2 0 2 1 1 1 1 1 2 1 0 1 2 2 1 1 0 0 1 0 2 0 2 2 0 2 1 2 2 1 1 2 2 2 0 1 2 1 1 1 1 1 1 1 1 2 2 0 2 2 0 2 0 0 0 2 0 2 2 2 0 2 2 1 1 0 1 0 0 0 2 2 2 1 1 1 0 1 0 1 0 1 0 2 1 1 1 0 0 0 0 0 1 1 1 0 1 1 2 0 0 1 0 1 2 0 1 1 1 1 0 1 0 1 0 0 0 0 1 0 2 0 0 1 0 0 1 1 1 2 2 1 1 0 2 1 1 0 2 0 0 1 1 0 0 1 1 2 0 1 0 2 2 0 0 2 2 0 0 2 1 2 2 1 1 1 1 1 0 1 2 0 2 1 2 2 0 1 2 1 2 0 1 1 2 2 1 0 2 0 0 2
 0.1920   21 1 2 1 2 1 2 2 1 2 0 1 1 0 1 0 0 2 1 0 1 2 2 0 0 0 1 0 0 2 0 2 1 1 1 1 2 2 1 2 1 1 2 1 1 2 2 0 2 0 0 1 1 1 1 1 0 0 2 1 1 0 1 2 2 0 2 0 2 0 2 2 0 1 0 2 1 0 0 0 1 2 2 0 1 0 2 1 1 0 1 0 1 1 1 0 0 0 0 0 1 2 1 2 1 1 2 0 1 0 0 0 2 1 1 2 1 1 1 1 1 0 1 2 0 0 0 2 0 2 1 0 0 1 0 0 1 2 1 2 0 2 0 2 1 1 1 2 1 1 1 1 0 0 1 1 2 1 2 0 2 1 0 1 2 2 0 1 2 1 2 2 1 2 1 1 1 1 0 0 0 0 2 2 2 2 0 2 0 2 0 0 2 1 2 1 0 1 1 0 1
-0.1917   22 1 0 1 2 1 0 2 2 2 0 2 0 0 2 2 0 1 0 0 1 0 1 2 0 1 0 1 0 1 0 0 0 2 1 0 2 2 1 1 0 2 2 0 2 2 1 0 2 1 0 2 0 1 1 1 1 2 2 0 2 0 2 2 1 0 2 2 2 0 2 2 0 0 0 1 0 1 0 1 1 2 1 1 2 0 2 1 2 0 0 0 1 0 2 1 0 2 0 0 1 1 1 1 0 2 1 0 0 0 1 0 2 1 1 1 1 1 2 0 0 1 2 2 0 1 1 1 0 2 0 0 0 0 0 1 0 1 2 2 1 2 0 1 1 1 1 1 1 0 0 0 0 0 1 0 2 0 1 0 0 2 0 0 2 1 0 0 2 0 2 1 2 1 2 0 1 1 0 2 0 0 1 2 2 1 0 1 0 2 0 0 1 2 2 1 2 0 1 1 2
 0.9522   23 1 2 0 2 1 1 2 2 2 0 1 2 1 2 1 1 2 0 0 0 2 0 2 1 1 2 1 1 1 0 1 2 0 2 1 2 2 1 0 2 2 0 0 2 1 2 0 2 2 1 2 2 0 0 1 2 2 2 1 0 0 2 0 2 0 2 2 2 0 0 1 0 1 0 1 0 1 2 2 0 1 1 1 2 0 2 0 0 0 1 0 2 0 1 0 0 0 0 0 1 0 0 2 1 1 1 0 0 0 0 0 1 0 2 1 0 2 2 0 2 2 2 2 0 0 1 1 0 2 1 0 0 1 0 0 1 2 2 1 0 2 2 2 0 0 1 2 1 1 1 1 0 0 2 0 2 0 1 0 2 0 0 1 2 2 0 0 2 0 1 2 2 2 0 0 0 1 1 2 0 0 2 2 2 0 1 1 2 1 1 2 2 1 2 2 2 0 0 0 2
 0.3473   24 1 0 0 2 1 2 1 2 2 1 2 0 1 1 1 1 2 0 1 1 2 1 1 1 1 1 2 0 2 1 0 1 0 0 1 2 2 0 0 2 2 1 2 0 0 2 0 2 0 0 1 0 0 0 2 0 1 1 0 2 0 2 2 1 1 1 0 2 0 1 1 0 1 0 2 0 1 1 1 2 2 2 1 2 0 2 2 1 0 1 0 1 1 2 2 0 1 0 0 0 1 0 2 2 0 2 1 0 0 1 1 2 0 2 1 2 1 1 0 0 1 2 2 0 0 0 1 0 2 2 0 0 1 0 1 0 1 2 2 0 0 1 2 1 1 1 0 1 0 0 0 0 0 1 1 2 1 2 0 0 0 0 0 2 1 0 1 2 0 0 2 1 2 2 1 0 1 1 1 1 0 2 2 2 0 0 2 2 2 0 0 1 2 1 1 0 1 1 0 0
 0.0093   25 1 0 0 2 2 1 2 1 2 0 2 0 1 2 2 0 2 0 0 1 1 1 2 1 0 0 1 0 2 1 0 2 1 0 1 2 1 0 0 2 2 2 1 1 2 0 0 2 1 0 2 2 0 0 2 2 0 2 0 0 0 2 2 2 0 2 2 2 0 2 0 0 2 0 1 1 0 1 0 2 2 2 0 2 1 2 2 2 0 2 0 0 1 2 0 1 0 0 0 1 1 0 2 0 2 1 0 0 0 1 1 2 0 1 2 2 2 1 0 0 0 0 2 0 0 2 1 0 2 0 0 0 1 0 0 1 1 0 2 1 1 1 2 1 1 1 2 1 0 0 0 0 0 1 1 1 0 2 0 0 2 0 1 2 2 0 0 2 0 1 2 1 2 2 1 1 1 1 1 0 1 2 2 2 2 0 2 1 1 1 0 2 2 2 1 1 2 0 0 2
-1.1285   26 1 1 1 2 1 1 1 1 2 0 2 0 1 2 1 0 2 0 1 0 1 0 2 1 1 0 1 0 1 0 0 0 0 0 1 2 2 1 1 2 1 1 0 1 1 1 0 2 0 0 1 0 0 1 1 1 2 2 0 0 0 2 2 2 0 1 1 2 1 2 1 1 0 0 2 1 1 1 1 1 2 0 0 2 1 2 1 1 0 2 0 1 0 0 0 0 1 1 0 1 1 1 2 0 2 1 0 1 0 0 0 1 2 2 2 2 1 2 0 0 0 1 2 1 1 1 2 0 0 2 0 0 1 0 0 0 2 1 2 1 1 1 2 0 0 0 2 0 0 0 1 0 0 1 1 2 1 1 0 0 0 0 0 0 1 0 0 1 0 1 2 2 1 2 1 1 1 0 2 2 0 2 2 2 0 0 2 1 1 0 1 2 2 1 1 1 1 1 0 2
-0.1478   27 1 2 0 2 1 2 1 1 1 0 2 1 0 2 0 0 1 0 0 2 1 0 1 0 1 0 2 0 1 1 0 2 0 1 2 2 2 1 0 2 1 0 0 1 2 1 0 2 0 0 1 1 2 1 1 0 2 1 2 1 0 1 1 2 0 2 2 1 0 2 2 0 1 0 1 0 0 0 0 0 1 2 0 2 0 1 0 2 1 2 0 1 1 1 1 0 1 1 0 1 1 1 1 2 2 1 1 2 1 0 1 2 0 0 2 2 0 0 0 0 1 2 2 0 0 0 2 0 2 0 0 0 2 1 1 0 1 0 2 2 2 2 1 1 2 1 0 1 1 0 0 0 0 1 1 1 1 1 1 1 1 0 0 2 2 1 0 2 0 1 1 2 2 2 1 0 0 2 1 0 0 2 1 2 2 0 2 1 1 1 1 1 1 1 1 1 0 2 1 1
 1.2603   28 0 2 0 2 2 1 1 0 1 1 2 0 0 2 2 0 1 0 0 1 1 1 2 0 0 0 2 0 2 0 1 2 0 0 1 2 2 2 1 2 2 2 2 2 1 2 0 2 0 1 1 0 1 0 1 0 2 2 0 1 0 1 1 2 0 2 1 2 1 2 2 0 2 0 2 0 0 2 1 2 2 2 0 1 1 1 1 0 1 0 0 1 1 2 0 0 1 0 0 1 1 1 2 1 2 0 2 0 0 0 1 1 0 2 2 2 1 1 0 2 2 1 2 0 0 0 1 0 2 0 0 0 2 1 0 1 1 1 1 0 2 1 1 0 0 1 1 1 0 0 1 0 0 1 0 2 0 2 0 1 1 0 0 2 2 0 1 2 0 2 2 2 2 2 1 1 0 1 1 1 1 2 2 1 1 0 2 2 1 0 1 1 1 1 1 1 2 0 1 1
 0.7764   29 0 1 0 2 1 2 2 2 2 0 1 0 1 1 1 0 2 0 0 1 0 1 2 0 1 1 1 1 2 0 0 0 0 1 0 2 1 1 1 2 2 2 0 2 1 1 1 2 0 0 2 1 0 0 1 1 1 1 0 2 0 2 1 2 0 2 2 2 0 2 1 1 2 0 1 0 0 2 1 2 1 1 0 1 0 2 1 2 0 1 0 1 1 2 1 1 1 0 0 2 1 1 2 1 2 2 0 0 0 1 2 1 1 1 2 1 0 2 0 1 0 1 2 0 0 1 1 0 2 1 1 0 1 0 0 2 2 0 1 2 2 2 2 0 1 1 1 0 1 0 0 0 0 1 0 2 1 1 0 0 1 1 1 1 1 0 1 2 0 1 1 2 1 0 1 1 1 0 0 0 0 1 2 2 1 0 1 2 1 0 0 1 2 1 1 2 1 1 0 1
 1.6826   30 0 0 1 2 1 1 2 1 2 0 2 0 1 1 2 0 2 0 0 2 1 1 1 0 0 1 1 0 1 0 1 0 0 0 0 2 2 1 1 2 2 1 1 2 1 0 0 2 1 0 2 0 0 1 1 0 0 2 2 1 0 2 1 2 0 1 1 1 0 2 1 0 2 0 1 0 1 0 1 1 1 1 0 2 0 1 0 2 0 2 0 1 1 2 0 0 1 0 1 1 0 0 2 1 2 1 0 1 0 0 1 2 1 1 2 1 2 1 0 1 0 0 1 1 0 0 2 0 2 1 0 0 2 0 0 1 2 1 2 0 2 1 1 1 0 0 1 2 0 0 1 0 1 1 1 2 0 2 0 1 2 0 1 1 2 0 0 1 0 2 2 1 2 2 1 1 0 2 2 0 0 1 2 2 1 0 2 2 2 1 1 1 2 2 0 2 1 1 0 1
-0.5969   31 1 1 0 2 1 1 2 2 2 1 2 0 0 1 2 0 2 0 0 1 0 0 2 0 0 1 2 1 1 1 1 2 0 0 1 2 1 1 2 1 2 2 0 1 2 0 0 2 0 0 2 0 0 0 1 0 1 2 0 0 0 1 1 2 0 1 2 2 0 2 1 0 1 0 1 0 0 0 1 1 1 2 1 1 1 2 1 0 0 2 0 1 0 2 0 0 0 0 0 0 2 0 2 0 2 1 2 0 0 1 0 2 2 2 2 2 1 1 0 1 0 1 2 0 0 1 1 0 2 1 0 0 2 0 0 1 2 0 2 0 1 1 2 0 2 1 2 1 0 0 1 0 0 1 0 2 0 1 0 0 2 2 0 2 2 0 1 2 1 1 2 2 2 2 1 1 1 2 0 0 2 1 2 2 0 0 2 0 1 0 2 2 1 2 2 2 1 0 0 1
 1.9043   32 0 1 0 2 1 1 2 0 2 0 2 1 0 2 0 0 1 1 0 0 1 0 2 0 1 1 0 0 2 0 2 1 0 1 0 2 2 0 1 2 1 1 1 0 1 2 0 2 2 0 1 1 1 1 2 1 2 2 1 0 0 1 1 2 1 2 2 2 1 2 1 0 2 0 2 1 2 0 1 2 2 2 1 1 1 0 2 2 0 2 0 1 0 0 1 0 0 0 0 1 1 0 2 0 2 0 0 0 0 0 0 2 0 1 2 1 1 1 0 1 0 0 2 0 0 0 1 0 2 2 0 0 2 0 1 0 2 1 1 0 2 2 0 0 1 1 0 1 1 0 0 0 0 0 0 2 1 0 0 2 2 1 0 2 2 0 0 2 0 1 2 2 1 2 1 0 0 1 0 1 0 2 1 2 1 0 2 1 1 2 0 0 1 0 1 2 1 2 0 0
 0.6742   33 0 2 0 2 1 0 2 1 2 0 2 0 0 2 1 1 1 0 0 0 1 0 1 1 0 1 1 0 2 1 1 0 1 2 1 2 2 1 0 2 2 1 0 2 0 0 0 1 0 0 2 1 1 1 1 1 2 2 1 1 0 1 2 2 0 2 1 1 1 2 2 0 1 1 1 0 1 1 1 1 2 2 1 1 0 2 1 0 1 1 0 1 0 2 1 0 1 1 0 0 1 1 2 1 1 1 0 0 0 1 2 2 0 2 1 2 2 1 0 0 1 1 2 0 1 0 1 0 1 1 0 0 2 0 0 1 2 1 1 1 2 2 0 1 0 1 0 0 1 0 1 0 0 1 1 2 1 1 0 1 2 0 1 1 1 1 0 2 0 2 2 1 1 1 1 0 1 0 1 1 1 1 2 2 1 0 2 1 1 0 0 1 1 2 2 1 2 0 0 1
 0.5948   34 0 1 0 1 1 1 2 0 1 0 2 0 0 2 1 0 2 0 0 2 2 0 0 1 0 0 2 0 1 1 0 0 1 1 0 2 2 0 0 2 1 0 1 2 2 1 0 2 2 1 1 1 1 1 2 1 2 1 0 2 0 1 2 2 0 1 2 2 1 2 1 0 1 0 1 0 0 1 1 1 2 2 1 0 0 1 0 2 0 1 0 0 2 0 1 0 2 1 0 2 1 0 2 0 1 1 0 1 0 2 1 2 2 2 1 2 1 1 0 0 0 2 2 0 1 0 1 0 2 1 0 0 0 0 0 1 1 1 2 1 2 1 2 2 1 2 2 2 0 0 0 0 0 1 0 2 0 1 0 0 2 0 0 2 2 0 1 2 0 1 2 1 2 1 0 1 0 0 1 2 1 1 1 2 1 0 2 1 1 1 0 1 2 0 1 2 1 1 0 1
