1 11 2 1 0 1 0 0 0 2 2 0 2 0 1 1 1 0 2 2 0 2 0 2 1 1 1 0 0 0 2 1 0 2 2 0 1 0 1 0 1 2 0 1 1 2 0 2 2 2 0 0 0 1 1 0 0 1 2 0 2 0 1 0 2 2 0 2 0 1 2 0 1 0 1 0 2 2 2 0 1 1 0 2 0 0 2 2 1 1 2 0 0 0 2 2 1 0 1 0 0 2
0 12 2 1 0 1 0 2 2 2 1 0 2 2 1 0 0 2 0 1 1 1 0 1 2 1 0 2 1 1 2 0 0 2 1 2 1 2 2 0 2 0 1 2 2 2 1 1 0 2 0 2 0 1 2 0 2 1 1 2 0 0 2 0 1 2 1 0 2 0 1 0 0 1 2 0 0 0 0 1 1 2 0 0 0 0 2 0 2 2 2 1 1 0 1 1 0 0 2 0 0 1
1 13 2 1 0 2 2 0 2 0 0 2 0 0 2 2 2 2 1 0 1 2 0 0 2 1 0 0 0 1 1 0 1 1 0 0 0 0 2 2 2 2 0 2 1 1 1 1 1 2 1 1 2 0 2 2 2 2 2 0 2 2 1 2 2 2 0 2 0 1 1 0 0 0 1 1 1 1 1 0 2 0 2 1 0 0 1 2 0 0 2 0 1 2 1 0 0 0 2 0 2 1
0 14 1 0 1 1 2 2 0 0 1 2 1 0 2 2 1 2 2 2 0 2 2 1 2 0 1 1 1 1 2 0 1 1 1 0 2 2 1 2 2 1 0 0 2 0 1 1 1 1 0 2 2 0 2 0 1 1 0 0 0 1 0 0 1 2 2 2 1 0 1 2 1 0 1 1 0 0 2 2 0 0 2 2 2 0 0 1 0 2 1 0 1 1 0 0 1 0 1 2 2 0
1 15 2 0 1 2 2 2 1 2 0 0 0 2 1 0 0 2 2 0 1 2 1 1 2 0 0 1 0 1 1 2 1 0 1 0 0 2 0 0 1 0 1 2 2 0 2 2 0 1 2 1 1 1 2 1 0 1 2 1 1 1 2 0 1 2 1 2 0 0 0 2 0 2 1 0 1 2 2 2 2 1 2 2 1 1 0 1 2 1 1 2 1 0 2 0 2 1 0 1 2 0
0 16 2 0 2 2 2 1 1 1 0 2 1 0 0 0 1 2 1 2 1 1 1 1 1 1 0 2 0 1 0 1 0 0 1 2 1 1 1 2 2 2 2 1 0 0 2 0 1 2 1 1 2 2 1 0 1 2 0 2 2 1 0 1 0 1 0 0 2 0 1 1 2 1 0 0 0 1 1 0 0 2 2 1 0 0 0 1 2 2 2 2 1 0 1 0 2 1 2 2 1 2
0 17 1 2 2 1 0 1 0 2 2 1 1 0 1 2 0 2 2 0 0 2 0 0 1 2 1 2 2 2 0 1 0 2 2 1 1 2 2 0 1 0 1 2 1 1 2 0 2 0 0 1 0 0 2 0 0 2 0 1 0 2 0 0 1 2 2 2 1 2 1 0 1 1 2 0 2 0 2 2 1 2 1 0 1 0 0 0 0 1 1 0 1 2 0 2 2 1 2 2 0 2
0 18 2 0 1 1 0 0 2 2 2 2 1 2 0 0 1 1 0 0 2 0 1 1 2 1 0 2 2 0 2 2 0 0 2 0 2 0 2 1 0 0 2 2 2 0 2 1 2 0 0 1 0 0 2 0 1 0 2 1 0 1 1 1 0 0 2 1 2 1 2 1 0 0 1 2 2 0 1 1 1 1 1 2 0 0 1 2 2 0 2 0 0 2 2 0 0 0 0 0 1 1
0 19 1 0 2 2 1 2 0 0 2 0 1 2 1 0 0 1 2 0 2 2 1 0 1 1 0 2 0 0 1 0 2 2 2 2 1 0 1 2 0 0 1 2 1 0 1 1 0 0 1 2 1 2 0 0 1 0 2 2 1 1 1 0 1 0 0 0 1 1 1 1 2 2 2 2 0 2 2 1 1 0 2 1 0 1 1 2 0 0 1 1 0 1 1 0 0 1 1 1 2 0
0 20 0 2 1 2 0 0 0 0 2 1 0 1 2 1 0 2 2 0 2 2 0 1 2 0 2 1 2 0 2 0 2 2 0 1 1 1 0 2 0 2 2 1 1 1 1 2 2 1 1 1 0 2 1 1 2 0 1 2 2 0 0 0 0 2 0 1 0 0 0 0 1 2 2 2 2 1 0 1 2 0 1 2 2 1 0 1 2 1 2 1 2 1 2 2 1 0 1 1 1 2
0 21 2 2 1 2 2 2 0 1 2 1 2 1 2 1 2 1 0 2 1 0 2 2 1 0 1 1 2 0 0 2 0 1 0 2 1 2 2 2 2 2 0 0 0 2 1 1 0 2 0 2 1 0 1 0 2 1 2 2 1 2 0 2 0 1 0 1 2 2 2 0 1 0 2 2 2 2 2 1 0 2 1 1 0 1 0 2 2 2 2 1 2 1 0 2 1 1 1 2 2 2
0 22 0 0 2 2 1 0 0 2 1 1 0 2 1 0 1 1 2 0 2 1 2 0 1 0 2 0 2 1 1 0 0 0 0 2 2 1 0 2 0 0 1 2 0 1 2 2 2 2 1 1 2 2 0 0 0 2 1 2 2 0 1 1 1 2 1 1 0 2 0 2 2 1 1 0 1 2 0 0 0 1 0 1 1 1 2 0 2 1 1 1 2 1 0 2 2 1 1 1 0 1
0 23 1 0 2 0 0 0 0 0 2 2 0 2 2 2 0 0 1 0 0 2 0 0 1 2 1 0 2 1 1 0 0 0 0 0 1 0 1 0 2 0 1 0 2 1 1 0 2 0 2 1 0 1 0 0 2 0 0 2 1 1 1 0 1 2 0 0 2 2 1 2 2 1 2 0 2 0 0 1 1 0 1 1 0 1 2 0 0 0 1 0 0 0 1 1 2 0 1 1 2 0
0 24 2 2 0 0 0 2 0 1 1 1 1 1 0 0 1 2 2 0 2 0 2 1 0 0 0 1 1 2 1 1 0 2 0 0 0 2 1 0 0 2 2 1 2 0 2 1 2 1 2 0 0 0 2 1 2 2 1 2 1 1 1 0 1 1 0 0 0 0 1 0 1 1 1 2 2 2 2 0 2 2 1 0 2 1 1 2 1 0 0 0 2 2 0 2 0 0 1 1 2 2
1 25 2 1 2 2 2 2 2 2 2 2 2 2 1 2 2 1 1 2 1 1 2 1 2 2 1 0 2 0 2 1 1 0 2 2 1 0 2 1 2 2 0 2 0 2 0 2 2 0 0 0 1 0 0 1 0 0 1 2 0 2 1 1 0 0 1 1 0 0 2 0 2 2 2 0 2 0 2 1 2 2 2 1 2 0 2 2 2 0 0 1 0 1 2 2 0 1 2 2 1 2
0 26 1 0 2 1 2 0 2 0 2 1 0 2 2 0 2 0 2 0 0 2 2 2 1 2 0 0 2 2 2 2 2 2 0 1 0 1 0 0 1 0 0 0 0 2 0 2 1 1 2 0 0 0 1 1 2 0 1 2 2 2 0 1 1 1 0 0 0 0 2 0 2 0 0 2 0 2 2 0 1 2 2 1 0 0 0 1 0 2 0 2 0 0 0 1 0 2 2 2 1 2
1 27 2 1 2 0 2 0 2 2 0 1 1 0 0 2 1 2 1 2 0 2 2 2 0 2 2 0 2 0 1 2 1 1 1 0 1 0 2 0 2 1 0 2 1 1 1 1 1 2 0 0 2 0 2 2 2 0 0 1 1 1 1 2 2 0 0 2 2 1 2 0 1 1 0 2 0 0 0 0 2 2 0 1 1 1 0 2 1 0 0 2 2 2 0 2 1 2 2 0 1 2
0 28 0 1 2 0 0 1 0 2 0 2 1 1 0 0 0 0 0 1 0 0 2 2 0 0 1 2 0 1 1 0 1 2 1 1 1 1 2 0 2 2 1 2 1 1 2 2 1 0 1 1 0 2 2 0 2 1 0 0 1 0 2 1 1 0 2 0 1 2 2 2 2 0 1 0 0 0 2 2 0 1 0 1 1 2 2 1 1 2 1 1 2 1 2 2 0 2 1 1 1 1
0 29 0 0 2 1 0 2 2 1 2 0 2 1 0 2 0 2 1 1 2 1 2 2 2 2 0 1 1 1 1 1 1 2 1 1 0 0 0 0 1 1 1 0 1 2 2 2 0 2 1 1 2 2 1 1 0 0 2 0 0 2 0 1 0 0 2 1 2 1 1 1 1 2 0 2 0 0 1 1 1 2 2 0 1 1 2 0 1 2 0 0 0 2 0 1 2 1 1 2 1 1
0 30 0 2 2 2 2 0 0 0 2 1 1 1 1 2 0 0 2 0 1 0 2 0 2 2 0 1 0 2 1 2 0 0 1 1 0 1 1 1 2 0 1 1 2 0 0 1 0 1 1 0 2 2 1 0 0 2 0 1 2 1 1 1 2 2 0 1 2 0 0 0 0 1 0 0 1 1 1 0 0 2 1 1 1 2 1 0 2 0 1 2 1 0 2 1 0 0 2 2 0 0
1 31 2 1 0 2 1 1 2 0 0 2 1 2 1 0 1 1 1 0 1 0 2 0 2 2 1 0 0 0 0 1 1 0 1 1 1 0 0 2 1 1 2 2 2 2 2 0 0 0 1 1 0 0 1 2 0 1 1 1 0 0 1 0 1 2 1 1 0 0 0 1 0 0 2 0 2 2 0 2 0 1 0 1 2 2 2 0 2 0 2 0 0 2 2 1 0 1 1 0 1 0
1 32 1 2 0 1 1 2 1 2 0 1 2 0 2 0 0 2 0 0 2 0 0 0 1 1 2 1 0 2 1 2 1 0 2 0 2 0 0 1 0 2 2 2 2 1 2 1 0 0 1 0 2 1 1 0 0 0 2 2 2 1 2 0 2 0 2 1 2 2 0 2 0 0 1 0 0 1 0 2 0 1 2 0 2 0 0 1 2 0 1 2 0 2 2 2 0 2 1 2 1 2
0 33 1 2 0 1 1 2 1 0 1 2 1 0 0 2 1 2 1 1 2 2 1 2 1 2 1 1 1 0 1 1 0 0 2 0 2 0 0 0 1 1 0 1 1 2 0 1 0 0 0 1 2 1 0 1 0 2 1 0 0 0 1 1 0 0 2 0 2 2 0 0 2 0 2 2 2 2 1 0 2 0 0 1 0 2 1 0 0 2 2 1 1 0 1 2 2 0 0 2 0 2
0 34 2 2 2 0 2 2 1 0 1 0 1 1 0 2 0 0 0 1 0 0 0 0 1 2 1 2 1 1 1 1 0 2 0 2 0 1 1 2 1 0 2 0 2 0 0 2 0 0 1 0 2 1 1 2 1 2 0 0 1 1 2 2 2 1 1 1 0 2 1 1 2 0 1 2 1 0 1 1 0 2 1 2 0 1 1 1 1 2 2 0 0 1 0 1 0 2 1 1 2 1
0 35 0 0 2 0 1 2 0 1 0 2 0 2 1 0 0 2 1 2 1 2 1 2 1 1 1 0 2 2 2 2 1 0 1 1 0 1 1 2 1 0 2 0 1 2 1 1 2 0 1 0 0 1 1 1 2 2 0 2 1 2 1 1 0 2 2 1 2 2 1 2 1 2 2 2 2 2 2 0 0 1 2 0 0 0 2 0 2 0 2 0 1 1 2 0 0 0 0 1 2 2
0 36 0 0 2 2 2 1 1 1 1 0 2 2 0 2 1 0 1 1 2 2 2 0 1 2 0 1 0 0 1 1 2 0 1 2 1 0 2 1 2 1 1 1 2 2 0 0 2 0 0 2 2 1 2 0 0 2 1 2 0 0 2 2 2 0 2 2 0 2 0 2 2 2 1 2 2 1 2 1 0 2 1 2 1 0 0 2 2 2 0 2 1 0 1 2 1 0 2 0 2 1
1 37 0 1 1 0 2 0 1 1 1 1 1 2 0 2 1 1 1 1 2 2 0 2 1 0 0 2 0 2 0 0 2 0 2 1 0 2 2 0 0 0 1 2 2 0 1 0 2 2 2 2 1 1 1 1 0 1 1 2 0 0 0 1 0 0 1 1 2 2 1 0 0 0 2 1 0 1 1 1 0 0 0 2 1 0 0 2 2 1 1 0 0 1 2 2 2 2 1 2 1 1
0 38 2 2 0 2 2 1 2 1 0 1 0 0 1 1 1 2 0 0 2 1 1 1 0 0 0 1 1 1 2 1 0 0 2 0 2 2 2 0 2 2 0 1 2 0 1 0 0 2 0 2 2 1 2 1 0 1 2 1 1 1 2 2 1 2 1 0 2 2 1 0 1 1 2 1 0 0 2 0 1 1 2 2 2 2 1 0 1 2 0 1 0 2 1 0 1 2 2 0 1 1
0 39 0 0 0 0 0 2 2 0 2 1 1 1 2 1 1 0 2 2 2 1 0 1 2 0 1 2 0 0 2 1 0 1 2 1 1 2 0 0 2 1 2 1 2 1 0 0 2 2 1 2 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 2 1 0 1 1 2 0 1 2 2 1 2 0 0 0 0 0 1 2 2 2 1 0 1 0 0 2 2 0 1 2 1 2 1
1 40 0 1 2 1 0 1 0 2 2 1 2 2 2 1 2 2 1 1 0 0 1 1 1 2 1 2 0 1 1 1 1 1 2 2 0 0 1 2 0 2 2 0 2 2 0 0 2 2 1 1 0 2 0 2 0 1 0 0 1 1 1 0 0 1 2 1 1 2 1 0 0 1 1 1 1 1 2 0 0 0 0 0 2 1 2 2 0 1 0 1 0 0 2 0 0 2 0 0 0 2
1 41 0 1 2 2 1 2 1 2 0 2 0 0 0 2 1 2 0 1 1 1 2 1 1 1 2 1 0 1 0 0 1 2 0 0 2 0 1 1 1 1 0 2 2 0 2 0 1 2 2 1 2 1 0 1 2 2 0 1 0 2 1 1 2 2 1 0 1 0 0 0 0 0 1 1 0 1 2 0 1 1 0 1 2 0 0 2 0 2 2 2 0 1 1 1 0 1 2 0 2 2
1 42 0 0 1 1 1 0 0 2 1 1 1 1 1 1 1 2 2 1 1 0 2 1 0 1 0 1 0 0 1 2 2 2 1 2 1 0 1 2 1 0 2 2 1 2 0 2 1 2 0 1 2 0 1 1 1 2 1 2 1 0 0 1 1 1 1 2 0 0 2 0 2 0 0 1 1 2 1 0 0 2 2 2 1 0 0 0 2 2 2 1 1 0 2 2 0 0 1 0 1 2
1 43 0 0 2 1 0 1 0 1 0 2 0 2 2 1 0 2 1 0 2 1 2 0 2 1 0 0 1 2 2 1 0 2 2 2 1 0 2 0 1 0 1 1 0 1 0 1 2 2 1 2 0 1 2 1 1 0 2 0 2 1 0 0 2 2 1 1 1 0 1 2 1 0 0 2 2 0 1 2 2 1 1 1 2 2 2 1 2 2 2 0 0 1 2 1 1 2 1 1 1 2
0 44 2 2 0 1 1 2 0 0 0 0 2 1 1 2 1 0 1 1 1 1 0 1 1 2 1 2 1 0 1 2 0 0 2 0 0 0 1 0 0 1 1 2 2 2 1 1 0 1 1 0 0 2 0 0 0 2 0 1 0 2 1 0 1 0 2 0 0 1 0 1 2 0 1 0 2 1 0 2 0 1 0 1 1 2 0 2 2 2 1 1 2 2 0 2 0 0 2 2 2 2
1 45 2 0 2 1 0 2 1 2 1 1 0 2 2 0 0 0 1 0 2 2 1 0 1 2 0 0 2 0 0 1 1 2 1 1 0 1 2 2 0 2 0 0 2 0 2 0 1 2 2 1 0 1 2 0 1 1 0 2 2 0 1 1 0 0 2 1 0 1 1 0 1 0 0 0 0 1 0 2 1 0 2 2 1 2 2 1 2 0 2 2 1 1 0 2 2 0 0 1 2 1
1 46 2 1 2 0 2 0 1 0 0 0 1 2 0 1 0 0 2 1 1 2 0 2 2 0 0 2 0 0 1 1 2 2 2 2 1 2 1 0 1 0 0 2 2 1 2 2 2 1 2 0 1 0 1 2 0 0 0 0 0 2 0 2 1 0 0 1 1 1 0 1 1 0 2 0 2 2 0 2 1 0 1 1 1 2 2 1 2 2 1 1 0 0 2 2 2 1 0 1 0 0
1 47 2 2 1 1 1 2 0 2 2 1 0 2 0 0 1 0 2 0 0 1 2 1 2 2 2 0 0 1 0 2 0 1 2 1 2 2 0 1 0 1 1 2 0 2 2 2 0 1 1 2 0 0 1 2 2 2 0 1 0 0 1 2 2 1 0 0 1 2 1 2 2 1 1 1 2 2 2 1 2 1 2 0 1 2 0 0 1 1 0 2 1 2 1 1 1 2 0 0 1 1
0 48 1 0 0 0 2 1 2 0 0 0 0 2 2 2 1 0 2 2 0 2 2 2 2 2 1 0 2 1 1 1 1 2 2 2 1 2 2 1 1 0 1 2 0 0 2 0 1 2 0 2 1 2 0 1 1 1 1 0 1 0 1 1 2 1 2 0 1 1 0 1 2 2 1 0 0 2 1 1 0 2 2 2 2 1 1 0 2 1 2 1 1 1 0 2 1 2 2 2 0 0
0 49 1 1 2 0 2 0 2 0 0 2 0 2 1 2 0 2 1 2 2 2 0 2 0 1 1 1 2 2 0 2 0 1 1 2 0 0 2 0 1 2 2 1 0 2 0 2 2 2 2 1 2 2 1 1 0 2 0 2 0 2 2 2 2 1 2 2 1 2 1 2 0 2 0 1 1 1 1 2 0 1 0 2 2 1 1 2 2 2 2 0 2 0 1 2 1 1 1 2 2 1
0 50 2 0 2 2 0 2 0 1 1 0 1 0 1 2 2 1 2 2 0 0 1 1 1 1 1 2 0 0 2 1 0 1 1 1 0 0 0 1 2 2 2 2 2 1 2 2 1 2 0 2 2 0 1 1 2 2 1 0 0 1 0 0 0 1 2 1 0 0 2 2 1 2 0 0 0 0 1 1 2 0 0 1 1 2 2 0 0 1 2 0 2 2 0 2 1 1 0 1 1 1
0 51 1 2 0 2 1 1 1 2 1 0 0 0 2 0 1 2 1 1 2 0 0 1 0 1 0 2 0 0 2 0 0 1 0 1 2 1 2 1 2 2 0 2 0 1 0 2 2 0 1 1 0 2 0 1 2 1 0 0 2 2 1 0 2 2 0 1 1 2 0 0 2 1 0 0 2 2 1 2 2 2 0 2 0 2 1 1 1 0 2 1 1 2 2 2 2 0 1 2 1 0
1 52 2 2 2 2 2 2 1 2 2 2 2 1 1 0 0 0 1 1 2 1 0 1 2 2 1 2 0 2 2 0 2 1 0 1 2 1 2 1 0 1 1 2 1 2 1 0 2 2 2 1 1 2 0 1 0 1 2 0 0 1 2 2 0 1 0 2 0 0 1 2 0 1 1 1 0 0 0 1 1 2 0 0 2 0 0 2 2 1 1 1 1 0 2 0 1 0 0 2 1 2
0 53 1 1 1 1 0 0 2 1 0 0 1 0 1 2 2 2 2 1 1 1 2 2 1 2 0 1 1 1 0 2 1 0 1 0 1 1 0 0 0 1 0 1 1 0 1 0 2 2 2 1 0 2 1 2 2 1 1 0 1 1 2 0 1 2 1 1 2 0 1 0 2 0 0 2 1 2 2 0 2 0 0 2 2 2 1 0 1 0 1 0 2 1 0 2 2 2 2 2 1 1
1 54 2 2 0 0 0 0 2 0 1 2 1 0 2 2 1 1 0 1 1 0 0 1 2 2 2 1 1 2 0 2 2 1 2 2 1 1 0 0 0 2 1 0 2 1 1 1 1 2 1 2 0 2 1 0 0 0 1 1 1 2 1 0 0 1 0 1 1 2 0 1 1 2 1 0 0 0 2 2 0 1 1 1 0 0 0 2 1 0 0 2 1 2 2 2 2 1 1 1 0 0
1 55 0 1 1 2 1 1 1 0 0 0 1 0 2 1 0 1 2 0 2 0 1 1 2 0 2 1 1 0 1 0 1 2 0 2 0 0 1 0 2 2 1 1 0 2 1 0 0 2 0 1 2 0 2 0 2 2 1 1 0 0 2 0 0 1 0 0 1 0 0 0 0 2 0 1 1 0 1 1 1 0 2 1 1 2 2 1 1 1 2 1 2 1 2 0 1 0 0 0 1 0
1 56 0 2 0 0 0 0 0 1 2 2 1 1 0 1 0 0 0 2 1 1 1 0 2 0 2 1 0 1 0 2 1 2 2 0 1 2 2 0 0 0 1 2 1 0 1 2 2 0 1 2 1 1 1 2 0 2 1 2 0 0 2 1 2 1 1 0 2 2 1 2 1 1 0 0 1 1 1 0 0 2 0 2 0 2 0 1 2 1 0 0 2 2 2 1 0 0 0 2 1 0
1 57 1 1 2 0 2 1 2 2 2 0 2 1 0 0 1 1 1 0 0 1 1 2 2 1 1 1 1 0 0 0 1 2 0 1 0 1 2 2 0 2 0 0 1 1 0 0 2 1 0 2 1 0 1 2 2 2 0 2 2 0 1 1 2 2 0 0 2 0 2 0 1 2 1 2 1 1 1 2 0 2 1 0 2 1 1 2 1 2 1 0 1 0 2 0 2 1 0 0 2 1
1 58 0 2 0 1 0 0 0 0 2 0 0 1 1 1 0 0 0 2 2 2 2 2 2 0 0 0 2 2 0 2 1 1 0 2 1 1 2 0 1 0 1 0 2 0 0 2 1 1 1 0 2 0 0 2 1 2 0 0 2 0 1 1 0 0 2 0 2 0 2 1 0 0 0 0 0 2 2 2 1 0 2 1 0 1 2 0 0 0 2 1 1 2 1 0 2 2 1 2 1 0
1 59 0 2 2 0 1 0 1 0 1 1 2 0 0 2 2 2 2 0 1 2 1 1 1 0 0 2 0 1 1 1 0 1 2 0 0 1 0 2 0 1 0 2 2 1 1 0 2 0 2 1 1 2 2 2 0 0 2 0 2 2 1 0 0 1 2 0 2 2 1 1 1 1 0 0 1 2 2 2 2 2 0 0 1 2 0 0 2 2 2 2 1 2 2 2 2 0 0 1 0 0
0 60 2 0 2 0 0 2 1 1 1 1 0 0 2 2 0 0 0 0 0 2 1 0 2 0 0 0 0 2 2 1 1 0 1 0 1 1 0 2 0 2 1 0 0 1 0 0 0 2 1 0 1 2 2 1 0 0 2 0 0 2 2 2 2 0 2 0 1 0 1 0 1 1 1 2 1 1 0 0 2 1 1 0 0 1 0 2 2 1 1 0 1 2 0 0 0 0 0 0 2 0
1 61 2 2 1 0 2 2 2 1 0 2 1 0 0 1 0 2 2 0 2 1 2 2 2 1 0 0 2 1 1 2 0 1 0 0 2 2 1 2 0 1 1 1 1 0 0 1 2 2 2 1 0 2 1 1 1 0 2 2 1 0 0 1 1 2 0 1 2 2 2 0 1 2 1 1 2 1 1 2 1 0 1 0 1 1 0 0 0 2 2 0 0 1 2 0 0 2 1 0 0 2
1 62 1 1 0 1 0 2 0 2 1 0 2 0 2 0 0 2 1 0 2 1 2 2 2 1 1 2 0 0 1 2 2 2 1 0 1 1 0 1 2 2 0 0 1 2 1 0 0 1 0 2 2 0 1 1 2 0 0 0 0 0 0 2 0 2 0 2 1 1 1 2 0 1 2 1 2 1 1 0 2 1 2 1 1 1 2 1 0 2 2 2 1 1 2 0 0 0 1 1 2 2
0 63 2 1 0 0 2 1 1 1 1 0 1 2 1 0 0 1 2 0 0 1 2 2 2 1 2 0 2 1 0 1 0 2 0 2 1 1 2 2 1 0 1 2 2 0 1 0 0 0 2 2 2 1 2 0 1 0 2 2 1 0 2 0 2 1 1 2 0 1 1 0 2 0 0 2 2 0 1 1 1 2 2 2 2 1 2 0 1 0 1 0 2 2 0 1 0 2 2 0 1 1
0 64 1 0 1 2 1 1 0 2 1 1 2 2 0 1 0 2 2 2 0 1 2 2 2 1 0 2 0 0 1 1 0 1 0 2 1 2 1 1 0 1 2 1 0 2 0 0 2 1 2 0 2 0 1 2 2 1 1 2 0 1 2 1 2 1 0 1 1 2 2 2 0 2 1 1 1 0 0 2 2 1 2 1 0 0 2 1 0 2 0 1 0 0 2 1 0 0 1 2 2 1
1 65 2 1 0 0 0 0 1 0 2 0 2 1 1 0 0 1 2 1 0 0 2 2 1 0 0 0 1 0 0 2 0 0 2 0 1 0 0 2 0 2 1 2 0 2 2 2 1 1 0 0 2 0 2 0 0 0 0 0 1 1 0 0 0 1 2 0 1 1 2 0 0 0 2 1 1 0 1 1 0 0 0 2 1 2 1 2 0 1 1 0 0 2 2 2 2 1 1 0 1 1
0 66 1 2 1 2 0 2 2 0 1 1 0 1 0 0 1 1 2 0 2 2 1 2 1 0 0 1 1 0 0 0 0 2 0 1 0 1 0 1 0 2 0 1 0 2 0 2 1 1 1 1 2 1 1 0 1 2 0 0 0 0 2 0 0 0 0 1 1 2 2 2 1 2 0 1 0 2 0 2 1 1 2 1 2 0 0 1 2 0 1 0 1 2 1 2 1 1 2 1 0 2
0 67 1 2 2 2 2 0 1 0 1 1 2 1 1 1 2 0 0 1 0 2 0 0 2 2 2 1 0 0 1 0 0 0 2 0 0 1 1 0 0 0 1 1 0 2 0 0 0 2 0 1 1 1 2 0 0 1 2 1 1 1 1 1 1 1 0 1 2 2 1 1 1 1 0 2 0 0 2 0 0 1 0 0 2 0 1 0 1 2 2 2 0 2 1 2 1 0 1 2 0 0
1 68 2 2 1 0 0 0 0 2 1 1 1 1 2 2 0 0 2 0 1 2 1 1 1 1 1 1 1 2 0 0 0 2 2 1 1 1 0 1 1 2 0 2 2 1 0 1 1 2 0 0 0 2 1 1 2 2 2 0 2 1 0 1 0 1 0 2 0 0 0 1 1 1 2 2 2 1 0 2 1 2 2 0 1 1 0 2 1 0 2 1 2 2 1 1 2 1 0 0 1 0
